fragment_smiles,frequency,heavy_atoms,dummy_atoms,logp,mw,tpsa,hbd,hba,rotbonds,fsp3,n_atoms,o_atoms,s_atoms,halogen_count,aromatic_ring_count,aliphatic_ring_count,heterocycles_total,n_heterocycles_count,o_heterocycles_count,s_heterocycles_count,label_lipophilic,label_hydrophilic,label_amphiphilic,label_high_flexibility,label_high_mw,label_high_sp3,label_has_aromatic_ring,label_has_aliphatic_ring,label_high_hbd,label_high_hba,label_high_tpsa,label_low_tpsa,label_acidic,label_basic,label_zwitterionic,label_neutral,label_nucleophilic,label_electrophilic,label_strong_ewg,label_aromatic_ring,label_multi_aromatic,label_has_heterocycle,label_multi_heterocycle,label_n_heterocycle,label_o_heterocycle,label_s_heterocycle,label_has_halogen,label_high_halogen,label_nitrogen_rich,label_oxygen_rich,label_sulfur_rich,label_bioisostere,label_has_amide,label_has_ester
[14*]c1c([16*])c(Br)cn1C,4,7,2,0.13679999999999992,157.998,4.93,0,1,0,0.2,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[14*]c1c2cccc(Br)c2nn1C,4,11,1,1.5103999999999997,210.05400000000003,17.82,0,2,0,0.125,2,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
[16*]c1ccc2[nH]c(=S)n(C)c2c1,4,11,1,1.4104899999999998,163.225,20.72,1,2,0,0.125,2,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
[13*]C1(C)CCc2cc([16*])ccc2N1,4,11,2,1.4848,145.20499999999998,12.03,1,1,0,0.4,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[13*]C1(C)CCc2ccc(F)cc2N1,4,12,1,2.4493,164.203,12.03,1,1,0,0.4,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[13*]C1([13*])CCc2ccc(F)cc2N1,4,11,2,1.9361999999999997,149.16799999999998,12.03,1,1,0,0.3333333333333333,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[13*]C1(C)CCc2ccc([16*])cc2N1,4,11,2,1.4848,145.20499999999998,12.03,1,1,0,0.4,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[13*]C1(C)CCc2cccc(C)c2N1,4,12,1,2.61862,160.23999999999998,12.03,1,1,0,0.45454545454545453,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[13*]C1(C)CCc2cccc(F)c2N1,4,12,1,2.4493,164.20299999999997,12.03,1,1,0,0.4,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[13*]C1([13*])CCc2cccc(F)c2N1,4,11,2,1.9361999999999997,149.16799999999998,12.03,1,1,0,0.3333333333333333,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[13*]C1OCC(C)C1C,4,7,1,1.1642,99.15299999999999,9.23,0,1,0,1.0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[16*]c1cccnc1B1OC(C)(C)C(C)(C)O1,4,15,1,0.5553999999999999,204.05799999999996,31.35,0,3,1,0.5454545454545454,1,2,0,0,1,1,2,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
[5*]N1C=C[NH+](C)C1,4,6,1,-1.2902999999999996,84.122,7.680000000000001,1,1,0,0.5,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1c(C)ccc2nc[nH]c(=O)c12,4,12,1,0.40611999999999987,159.16799999999998,45.75,1,2,0,0.1111111111111111,2,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
[8*][C@@H](O)C(=C)C#N,4,6,1,-0.06612000000000007,82.08200000000001,44.019999999999996,1,2,1,0.25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1c(Cl)nc(Cl)c(F)c1C,4,10,1,2.0105199999999996,179.00099999999998,12.89,0,1,0,0.16666666666666666,1,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
[14*]c1noc2c1CCCC2CC,4,11,1,1.6791,150.201,26.03,0,2,1,0.6666666666666666,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
[15*]C1CCC2(CC1)CC2([15*])[15*],4,8,3,2.5031000000000008,107.176,0.0,0,0,0,1.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1cccc2c1NCCC(=O)N2,4,12,1,0.6152999999999998,161.18400000000003,41.13,2,2,0,0.2222222222222222,2,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
[16*]c1cc([16*])c2c(c1)CC(N)C2,4,10,2,-0.5383,131.17799999999997,26.02,1,1,0,0.3333333333333333,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1cc2c(cc1Cl)CNCC2,4,11,1,1.1603,166.63099999999997,12.03,1,1,0,0.3333333333333333,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[13*]C1Oc2cc([16*])ccc2N(C)C1=O,4,12,2,0.09179999999999988,161.15999999999997,29.54,0,2,0,0.2222222222222222,1,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
[13*]C1C(=O)NCCN1C,4,8,1,-1.0765999999999998,113.14,32.34,1,2,0,0.8,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
[5*][NH2+][C@@H]1CCCc2ccccc21,4,11,1,1.0917,147.22099999999998,16.61,1,0,1,0.4,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(S(=O)(=O)CC)c(F)c1,4,12,1,0.7939,187.21499999999997,34.14,0,2,2,0.25,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[4*]CCC1CNc2ccc(F)cc21,4,12,1,2.692500000000001,164.20299999999997,12.03,1,1,2,0.4,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[14*]c1nc(N)c2cccc([16*])c2n1,4,11,2,-0.43879999999999986,143.14899999999997,51.8,1,3,0,0.0,3,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
[15*]C1CCOCC1=O,4,7,1,0.3136,99.109,26.3,0,2,0,0.8,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[5*][NH2+][C@H]1CCCc2ccccc21,4,11,1,1.0917,147.22099999999998,16.61,1,0,1,0.4,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1nc(N)c2cc(C)cc(C)c2n1,4,13,1,1.00344,172.21099999999996,51.8,1,3,0,0.2,3,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
[4*]C1(C=O)CC1[15*],4,5,2,0.6348,68.07499999999999,17.07,0,1,1,0.75,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1CC12CCCSC2,4,8,1,2.2413,127.23200000000001,0.0,0,1,0,1.0,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
[5*]N1CCc2cc(C)cc([16*])c2C1,4,11,2,0.9920200000000001,145.20499999999996,3.24,0,1,0,0.4,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[13*][C@@H]1CNc2ccccc2S1,4,10,1,2.0796,150.22599999999997,12.03,1,2,0,0.25,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
[5*]N1CCc2cc(F)c(C)cc2C1,4,12,1,1.95652,164.20299999999997,3.24,0,1,0,0.4,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[13*][C@H]1CNc2ccccc2S1,4,10,1,2.0796,150.22599999999997,12.03,1,2,0,0.25,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
[12*]S(=O)(=O)C=Cc1ccccc1,4,11,1,1.5364,167.20899999999997,34.14,0,2,2,0.0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1nc(N)c2cc(C)c(F)cc2n1,4,13,1,0.8341200000000001,176.17399999999998,51.8,1,3,0,0.1111111111111111,3,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
[14*]c1ncnc(C#N)c1[16*],4,8,2,-1.3025200000000001,103.08399999999999,49.57,0,3,0,0.0,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
[16*]c1c(N)ccc(F)c1C,4,9,1,0.8909200000000002,124.13799999999999,26.02,1,1,0,0.14285714285714285,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[5*]N1COc2ccccc21,4,9,1,1.3072,120.13099999999996,12.47,0,2,0,0.14285714285714285,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
[4*]CC1CN([5*])c2cccc(F)c21,4,11,2,2.1612,149.16799999999995,3.24,0,1,1,0.3333333333333333,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[4*]CC1CN([5*])c2cccc(Cl)c21,4,11,2,2.6755000000000013,165.62299999999996,3.24,0,1,1,0.3333333333333333,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[13*]C1Oc2cc([16*])ccc2N(CC)C1=O,4,13,2,0.4819,175.18699999999995,29.54,0,2,1,0.3,1,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
[15*]C1CN2CCC1(C)CC2,4,9,1,1.4399,124.207,3.24,0,1,0,1.0,1,0,0,0,0,3,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
[15*]C1CC(O)N(C)C1,4,7,1,-0.02190000000000003,100.141,23.47,1,2,0,1.0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[10*]N1C(=O)CS/C1=N\C,4,8,1,0.01189999999999991,129.164,32.67,0,3,0,0.5,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
[15*]C1C=CC=C1C,4,6,1,1.8403,79.122,0.0,0,0,0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1cc2ncncc2[nH]1,4,9,1,0.13249999999999995,118.11899999999999,41.57,1,2,0,0.0,3,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
[16*]c1c(N)nc2c(c1C)CCC2,4,11,1,0.6355200000000003,147.20099999999996,38.91,1,2,0,0.4444444444444444,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[14*]c1nc2c(C)ccnc2o1,4,10,1,0.7058199999999999,133.12999999999997,38.92,0,3,0,0.14285714285714285,2,1,0,0,2,0,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
[5*]N1CCCCCCCC(C)C1,4,11,1,2.743000000000001,154.277,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[14*]c1nc2cc(C)cnc2o1,4,10,1,0.7058199999999999,133.13,38.92,0,3,0,0.14285714285714285,2,1,0,0,2,0,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
[13*]C1OC(=O)C(C)S1,4,7,1,0.4977999999999998,117.149,26.3,0,3,0,0.75,0,2,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
[15*]C1([15*])C=CC(=O)NC1=O,4,8,2,-0.5862,109.08399999999999,46.17,1,2,0,0.2,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
[13*]C1(C)CCc2ccc(C)cc2N1,4,12,1,2.61862,160.24,12.03,1,1,0,0.45454545454545453,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(F)c2c1CCCO2,4,11,1,1.3253,151.16,9.23,0,1,0,0.3333333333333333,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
[13*]C1([13*])CCc2cc(F)ccc2N1,4,11,2,1.9361999999999997,149.16799999999998,12.03,1,1,0,0.3333333333333333,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[13*]C1(C)CCc2cc(F)ccc2N1,4,12,1,2.4493,164.203,12.03,1,1,0,0.4,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[15*][C@H]1CCC[C@]1([15*])O,4,6,2,0.746,84.118,20.23,1,1,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[13*]C1CNC2CC([15*])CCC2O1,4,10,2,0.7405000000000002,139.198,21.259999999999998,1,2,0,1.0,1,1,0,0,0,2,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
[16*]c1c([16*])c2ccccc2oc1=O,4,11,2,0.1422,144.129,30.21,0,2,0,0.0,0,2,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
[16*]c1ccc([16*])c(=O)c([16*])c1,4,8,3,-1.4294,103.09999999999998,17.07,0,1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1cc(Br)c(C)c(C)n1,4,9,1,1.63554,185.04399999999998,12.89,0,1,0,0.2857142857142857,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
[10*]N1C[C@@H](C)CCC1=O,4,8,1,0.7092,112.152,20.310000000000002,0,1,0,0.8333333333333334,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
[8*]C(N)C1CCCc2ccccc21,4,12,1,1.9406,160.24,26.02,1,1,1,0.45454545454545453,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc2ccc(C#N)cc2c1,4,12,1,1.88608,152.176,23.79,0,1,0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[1*]C(=O)C1NCCc2c1[nH]c1ccccc21,4,15,1,1.4306000000000003,199.23300000000003,44.89,2,2,1,0.25,2,1,0,0,2,1,2,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
[8*]C(O)C1CCCc2ccccc21,4,12,1,1.9742,161.224,20.23,1,1,1,0.45454545454545453,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCC2(CC1)NC([13*])CS2,4,10,2,0.45459999999999995,156.254,15.27,1,3,0,1.0,2,0,1,0,0,2,2,2,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
[15*][C@@H]1CC12CCC2,4,6,1,1.8981999999999999,81.138,0.0,0,0,0,1.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1oc2ccccc2c(=O)c1[16*],4,11,2,0.14219999999999988,144.12899999999996,30.21,0,2,0,0.0,0,2,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
[13*]C1(C)CC(c2ccc([16*])cc2)=NO1,4,12,2,1.2511,159.188,21.59,0,2,1,0.3,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
[15*]C12COCC([15*])(C1)C2,4,7,2,1.2264,96.129,9.23,0,1,0,1.0,0,1,0,0,0,3,2,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
[15*]C1C2CNCC1C2,4,7,1,0.5634999999999999,96.15299999999999,12.03,1,1,0,1.0,1,0,0,0,0,3,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
[9*]n1c(N)cc(C)cc1=O,4,9,1,0.05132000000000003,123.13499999999998,48.019999999999996,1,3,0,0.16666666666666666,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[10*]N1C=CC=CCC1=O,4,8,1,0.7528999999999999,108.11999999999999,20.310000000000002,0,1,0,0.16666666666666666,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
[5*]N1CCC2(CC1)NCC(C)CS2,4,12,1,1.2153,185.316,15.27,1,3,0,1.0,2,0,1,0,0,2,2,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
[16*]c1cc(=C)[nH]c1=C,4,7,1,-0.9901000000000004,92.12099999999998,15.79,1,0,0,0.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[5*]N1[C@H]([13*])C[C@@H]2CCC[C@@H]21,4,8,2,1.2005,109.172,3.24,0,1,0,1.0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[4*]C1(C#N)CCOC1,4,7,1,0.63828,96.109,33.019999999999996,0,2,0,0.8,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[16*]c1ccc2c(c1)CC1(CCCC1)O2,4,13,1,2.1089,173.23499999999996,9.23,0,1,0,0.5,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[16*]c1cccc2c1CCCC2(C)C,4,12,1,2.4751000000000003,159.252,0.0,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCC2(CC1)NCCC(C)S2,4,12,1,1.3578000000000001,185.31600000000003,15.27,1,3,0,1.0,2,0,1,0,0,2,2,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
[16*]c1ccc2c(c1Cl)CC(C)(C)O2,4,12,1,2.2280999999999995,181.642,9.23,0,1,0,0.4,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
[14*]c1cc([16*])c2c(n1)CN(C)C2,4,10,2,-0.6238000000000001,132.166,16.130000000000003,0,2,0,0.375,2,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
[15*]C1CCC(S(=O)(=O)O)CC1,4,10,1,1.1546,163.218,54.370000000000005,1,2,1,1.0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[5*]N1CCCC(O)(C2CC2)CC1,4,11,1,1.0777,154.23299999999998,23.47,1,2,1,1.0,1,1,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[5*]NC([7*])CO,4,4,2,-1.0920000000000003,59.068000000000005,32.26,2,2,2,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1CCC12CCNC2,4,8,1,1.0977,110.18,12.03,1,1,0,1.0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15*][C@H]1CC12CCC2,4,6,1,1.8981999999999999,81.138,0.0,0,0,0,1.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[13*][C@H]1OC(=O)C=C(OC)[C@@H]1C,4,10,1,0.5849999999999999,141.146,35.53,0,3,1,0.5714285714285714,0,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
