fragment_smiles,frequency,heavy_atoms,dummy_atoms,logp,mw,tpsa,hbd,hba,rotbonds,fsp3,n_atoms,o_atoms,s_atoms,halogen_count,aromatic_ring_count,aliphatic_ring_count,heterocycles_total,n_heterocycles_count,o_heterocycles_count,s_heterocycles_count,label_lipophilic,label_hydrophilic,label_amphiphilic,label_high_flexibility,label_high_mw,label_high_sp3,label_has_aromatic_ring,label_has_aliphatic_ring,label_high_hbd,label_high_hba,label_high_tpsa,label_low_tpsa,label_acidic,label_basic,label_zwitterionic,label_neutral,label_nucleophilic,label_electrophilic,label_strong_ewg,label_aromatic_ring,label_multi_aromatic,label_has_heterocycle,label_multi_heterocycle,label_n_heterocycle,label_o_heterocycle,label_s_heterocycle,label_has_halogen,label_high_halogen,label_nitrogen_rich,label_oxygen_rich,label_sulfur_rich,label_bioisostere,label_has_amide,label_has_ester
[16*]c1ccccc1,84206,6,1,0.8612,77.106,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[6*]C(=O)O,58704,3,1,0.2137,45.017,37.3,1,1,0,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[8*]C(C)C,56973,3,1,1.3639999999999999,43.089,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N(C)C,42237,3,1,0.012299999999999978,44.077,3.24,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc([16*])cc1,41211,6,2,0.035800000000000054,76.098,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1CC1,39180,3,1,1.1179999999999999,41.073,0.0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[4*]C(C)(C)C,35720,4,1,1.7541,57.116,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[4*]C(C)C,34787,3,1,1.3639999999999999,43.089,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[1*]C(C)=O,28617,3,1,0.0822,43.045,17.07,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[8*]C(C)(C)C,25831,4,1,1.7541,57.116,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(C)cc1,25096,7,1,1.1696199999999999,91.13299999999998,0.0,0,0,0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[8*]C(F)(F)F,23889,4,1,1.0554999999999999,69.00500000000001,0.0,0,0,0,1.0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
[16*]c1ccccc1[16*],22279,6,2,0.03579999999999994,76.098,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1cccc([16*])c1,22066,6,2,0.03579999999999994,76.098,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccccc1C,18668,7,1,1.1696199999999999,91.133,0.0,0,0,0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[8*]CCC,18200,3,1,1.3639999999999999,43.089,0.0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1cccc(C)c1,17933,7,1,1.1696199999999999,91.133,0.0,0,0,0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[1*]C(=O)C[8*],15925,3,2,0.029899999999999982,42.037,17.07,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(F)cc1,14012,7,1,1.0003,95.09599999999999,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[6*]C(C)=O,14005,3,1,0.0822,43.045,17.07,0,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCC([15*])CC1,13131,6,2,0.8843,83.13400000000001,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15*]C1CCCC1,13018,5,1,1.8981999999999999,69.12700000000001,0.0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCC([15*])C1,12152,5,2,0.4942,69.10700000000001,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15*]C1CCC1,11953,4,1,1.5081,55.1,0.0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[8*]C(C)N,11545,3,1,-0.15959999999999985,44.077,26.02,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[8*]CCN,11381,3,1,-0.08729999999999982,44.07699999999999,26.02,1,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1cccnc1,10791,6,1,0.2562,78.094,12.89,0,1,0,0.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[1*]C(=O)C[4*],10746,3,2,0.029899999999999982,42.037,17.07,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1ccccn1,10658,6,1,0.2562,78.09400000000001,12.89,0,1,0,0.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15*]C1CCCCC1,10321,6,1,2.2883000000000004,83.15400000000001,0.0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1CCNCC1,10230,6,1,0.7076,84.14200000000001,12.03,1,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[8*]CC(C)C,10201,4,1,1.6099999999999999,57.116,0.0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccccc1F,10155,7,1,1.0003,95.096,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[8*]C(F)F,10152,3,1,0.7583,51.015,0.0,0,0,0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
[4*]CCC,9910,3,1,1.3639999999999999,43.089,0.0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1cccc(F)c1,9652,7,1,1.0003,95.096,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[8*]CC(=O)O,9256,4,1,0.03859999999999991,59.044000000000004,37.3,1,1,1,0.5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccncc1,9070,6,1,0.2562,78.09399999999998,12.89,0,1,0,0.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15*]C1CCNC1,9004,5,1,0.31749999999999995,70.11500000000001,12.03,1,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15*]C1([15*])CC1,8910,3,2,0.995,40.06499999999999,0.0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1ccc([16*])cn1,8798,6,2,-0.5691999999999999,77.086,12.89,0,1,0,0.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[8*]C(C)O,8689,3,1,-0.126,45.061,20.23,1,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCCC1,8655,5,1,0.5465,70.11500000000001,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[6*]C(N)=O,8465,3,1,-0.3855999999999999,44.033,43.09,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1CCCNC1,7501,6,1,0.7076,84.142,12.03,1,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[5*]N1CCNCC1,7474,6,1,-0.6441000000000001,85.13000000000001,15.27,1,2,0,1.0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[5*]N1CCCC([15*])C1,7367,6,2,0.8843,83.134,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[14*]c1ccco1,6883,5,1,0.4542,67.06700000000001,13.14,0,1,0,0.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[16*]c1ccc(Cl)cc1,6878,7,1,1.5146,111.55099999999999,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[16*]c1ccc([16*])c(C)c1,6848,7,2,0.3442200000000001,90.12499999999999,0.0,0,0,0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1cccs1,6828,5,1,0.9227000000000001,83.135,0.0,0,1,0,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
[13*]C1CCCN1,6780,5,1,0.24520000000000003,70.115,12.03,1,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15*]C1CNC1,6774,4,1,-0.07260000000000005,56.088,12.03,1,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(C)c(C)c1,6630,8,1,1.47804,105.15999999999998,0.0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCCC1[13*],6501,5,2,0.4219,69.107,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[8*]CCO,6472,3,1,-0.053700000000000025,45.061,20.23,1,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1cc(C)ccc1C,6391,8,1,1.47804,105.15999999999997,0.0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(C)cc1C,6383,8,1,1.47804,105.15999999999998,0.0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc([16*])c(F)c1,6303,7,2,0.17490000000000003,94.088,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[4*]CC(C)C,6221,4,1,1.6099999999999999,57.116,0.0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1CCOCC1,5970,6,1,1.1346,85.126,9.23,0,1,0,1.0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[15*]C1CCOC1,5938,5,1,0.7444999999999999,71.099,9.23,0,1,0,1.0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[5*]N1CCCCC1,5751,6,1,0.9366,84.14200000000001,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15*]C1CCN(C)CC1,5733,7,1,1.0498,98.169,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[8*]CC#N,5554,3,1,0.47758,40.044999999999995,23.79,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1cc(C)cc(C)c1,5551,8,1,1.47804,105.15999999999997,0.0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(C)cc1[16*],5513,7,2,0.34421999999999997,90.12499999999999,0.0,0,0,0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1(N)CC1,5499,4,1,-0.01550000000000007,56.088,26.02,1,1,0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[1*]C(=O)CC,5463,4,1,0.4723,57.072,17.07,0,1,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCN([5*])CC1,5400,6,2,-0.46740000000000004,84.122,6.48,0,2,0,1.0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[8*]CC(C)N,5397,4,1,0.3012,58.10399999999999,26.02,1,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1CC1C,5388,4,1,1.3639999999999999,55.10000000000001,0.0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1cc([16*])ccn1,5280,6,2,-0.5691999999999999,77.086,12.89,0,1,0,0.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(O)cc1,5091,7,1,0.5668,93.10499999999998,20.23,1,1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc([16*])c([16*])c1,5090,6,3,-0.7896000000000001,75.08999999999999,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1ncccc1[16*],5020,6,2,-0.5692,77.086,12.89,0,1,0,0.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[8*]C(C)(C)O,4986,4,1,0.26410000000000006,59.08800000000001,20.23,1,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCOCC1,4715,6,1,-0.21710000000000007,86.114,12.47,0,2,0,1.0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
[16*]c1ccccc1Cl,4658,7,1,1.5146,111.551,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[16*]c1cccc(Cl)c1,4655,7,1,1.5146,111.551,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[4*]CC(F)(F)F,4642,5,1,1.5163000000000002,83.03200000000001,0.0,0,0,0,1.0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
[16*]c1ccc(F)cc1[16*],4636,7,2,0.1749,94.088,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[5*]N1CC([15*])C1,4601,4,2,0.10409999999999997,55.080000000000005,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(C)nc1,4586,7,1,0.56462,92.121,12.89,0,1,0,0.16666666666666666,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[8*]CC(C)=O,4387,4,1,0.5429999999999999,57.071999999999996,17.07,0,1,1,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1cccc(C)n1,4302,7,1,0.5646199999999999,92.12100000000001,12.89,0,1,0,0.16666666666666666,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1cccc(C)c1C,4286,8,1,1.47804,105.16,0.0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[1*]C(=O)C(C)C,4245,5,1,0.7182999999999999,71.099,17.07,0,1,1,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[13*]C1CCCCN1,4240,6,1,0.6353,84.14200000000001,12.03,1,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1cccc(O)c1,4235,7,1,0.5668,93.10499999999999,20.23,1,1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14*]c1ccc(C)o1,4227,6,1,0.7626200000000001,81.094,13.14,0,1,0,0.2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[16*]c1cnn(C)c1,4170,6,1,-0.4053000000000002,81.09799999999998,17.82,0,2,0,0.25,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1ccc(F)c(C)c1,4148,8,1,1.30872,109.12299999999999,0.0,0,0,0,0.14285714285714285,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[16*]c1ccc(C)c([16*])c1,4067,7,2,0.34421999999999997,90.12499999999999,0.0,0,0,0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCN(C)CC1,4048,7,1,-0.30190000000000006,99.157,6.48,0,2,0,1.0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[9*]n1cc([16*])cn1,4047,5,2,-0.6299000000000001,66.063,17.82,0,2,0,0.0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[16*]c1c(C)cccc1C,4007,8,1,1.47804,105.15999999999998,0.0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15*]C1CCC([15*])CC1,4001,6,2,2.2359999999999998,82.14600000000002,0.0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[5*]N1CCC(C)CC1,3943,7,1,1.1826,98.16900000000001,3.24,0,1,0,1.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
